repo,path,number_of_headings,language,cve_count
AstraProtocol/astra-docs,validators/security/security.md,9,EN,0
iot-lab/gdrrsd2022,slides/security/security.md,11,EN,0
nhoxbypass/android-development-patterns,cates/security/security.md,2,EN,0
dallas-x/kd13_quarantine_pok3r,DOCS/Security/SECURITY.MD,0,EN,0
jgraph/security-privacy-legal,Security/Information-Security-Policy.md,19,EN,0
curtis0426/moby,docs/security/security.md,8,EN,0
im-d-team/Dev-Docs,Security/Response_Header_Security.md,13,KO,0
heyoon2j/Yoon-TIL,Security/ComputerSecuritySystem.md,9,KO,0
JackySo-MYOB/Projects-TIL,Security/IaC-security.md,8,EN,0
dlminvestments/dlm-etcd,security/security-release-process.md,16,EN,4
merlin-li/zksync-doc-cn,DEV/Security/Security.md,5,ZH,0
doddys/SEBC,security/transport-layer-security.md,13,EN,0
acloudstack/aws-labs,security/security-hub-200.md,6,EN,0
weiliang-ms/wl-awesome,2.%E5%AE%B9%E5%99%A8/k8s/security/security.md,4,ZH,0
hemantksingh/messup-learn,Security/Data%20Security.md,11,EN,0
ztelur/etcd-3.4,security/security-release-process.md,16,EN,4
yfann/TechGuidence,native-cloud/ecosystem/security/security.md,1,EN,1
ryanlyy/kubeman,docs/security/istio_security.md,3,EN,0
LiYong828/evmos,docs/validators/security/security.md,9,EN,0
BenJensen2/Homelab,Reading_Library/Understanding/Security/Security.md,5,EN,0
okeeffed/developer-notes,public/content/security/Security.md,2,EN,0
wuminorb/SEBC,security/transport-layer-security.md,13,EN,0
mongodb-china/MongoDB-CN-Manual,docs/Security/Security-Reference.md,5,ZH,0
mongodb-china/MongoDB-CN-Manual,docs/Security/Security-Checklist.md,12,ZH,0
saomansylviachum/Study,review/security/Security.md,27,EN,0
GoodFood-Cesi-2022/GOOD-FOOD-2.0P,.doc/docs/security/security.md,10,FR,0
Massipssa/Docs,cloud/gcp/security/security.md,6,EN,0
xudingjun3131/etcd1,security/security-release-process.md,16,EN,4
levinit/itnotes,linux/security/user-security.md,23,ZH,0
l0cky-notes/1002-notes,Security/2.3/Wireless%20Security.md,0,EN,0
l0cky-notes/1002-notes,Security/2.1/Physical%20Security.md,0,EN,0
l0cky-notes/1002-notes,Security/2.2/Logical%20Security.md,0,EN,0
Aspose/about.aspose.com,content/security/security-practices.md,0,EN,0
aphiria/aphiria,src/Security/.github/SECURITY.md,3,EN,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/azure-network-security.md,41,FR,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/azure-security-iaas.md,16,FR,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/security-network-overview.md,21,FR,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/security-storage-overview.md,7,FR,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/azure-operational-security.md,25,FR,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/azure-security-management.md,21,FR,0
cscannell-inacloud/Windows-Server-Docs,WindowsServerDocs/security/security-and-assurance.md,38,EN,0
VaMach/azure-docs.cs-cz,articles/security/azure-operational-security-overview.md,16,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-cyber-services.md,1,CS,0
VaMach/azure-docs.cs-cz,articles/security/security-microsoft-virtual-academy.md,1,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-encryption-atrest.md,29,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-database-security-checklist.md,5,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-operational-security-checklist.md,5,CS,0
VaMach/azure-docs.cs-cz,articles/security/security-health-care-solution.md,1,CS,0
VaMach/azure-docs.cs-cz,articles/security/security-microsoft-trust-center.md,1,CS,0
VaMach/azure-docs.cs-cz,articles/security/security-identity-management-overview.md,10,CS,0
VaMach/azure-docs.cs-cz,articles/security/security-get-started-overview.md,2,CS,0
VaMach/azure-docs.cs-cz,articles/security/security-virtual-machines-overview.md,9,CS,0
VaMach/azure-docs.cs-cz,articles/security/security-azure-encryption-overview.md,28,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-technical-capabilities.md,37,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-database-security-overview.md,19,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-architecture-overview.md,1,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-disk-encryption.md,71,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-services-technologies.md,7,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-pen-testing.md,2,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-response-center.md,5,CS,0
VaMach/azure-docs.cs-cz,articles/security/azure-security-getting-started.md,18,CS,0
pmem/docs,ipmctl-user-guide/security/change-device-security.md,6,EN,0
pmem/docs,ipmctl-user-guide/security/enable-device-security.md,6,EN,0
minsgiman/nextjs-msk-blog,data/blog/security/security-header.md,7,KO,0
jasonbrooks/ovirt-stg,source/documentation/security/security.html.md,4,EN,0
AiniAsy/MicrosoftDev,docs/organizations/security/security-glossary.md,31,EN,0
PanicJaw/Flink_Exp,docs/deployment/security/security-ssl.md,13,EN,0
PanicJaw/Flink_Exp,docs/deployment/security/security-kerberos.md,11,EN,0
melmols/Certified_Jenkins_Engineer_CJE,Knowledge%20Base/Security/Git%20repository%20Security.md,3,EN,0
TheSoftwareHouse/rad-modules,docusaurus/docs/security/security-client.md,1,EN,0
TheSoftwareHouse/rad-modules,docusaurus/docs/security/security-index.md,4,EN,0
TheSoftwareHouse/rad-modules,docusaurus/docs/security/security-abac.md,6,EN,0
sdpais/Azure,articles/security/security-network-overview.md,19,EN,0
sdpais/Azure,articles/security/security-storage-overview.md,13,EN,0
sdpais/Azure,articles/security/azure-security-antimalware.md,10,EN,0
sdpais/Azure,articles/security/security-channel-nine.md,1,EN,0
sdpais/Azure,articles/security/azure-security-mvp.md,1,EN,0
sdpais/Azure,articles/security/azure-security-management.md,21,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-antimalware.md,10,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/security-storage-overview.md,7,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/security-channel-nine.md,1,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-mvp.md,1,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/security-network-overview.md,19,NL,0
Teino1978-Corp/Teino1978-Corp-sails-docs,concepts/Security/ContentSecurityPolicy.md,3,EN,0
Teino1978-Corp/Teino1978-Corp-sails-docs,concepts/Security/StrictTransportSecurity.md,5,EN,0
nballenger/NotesRepo,Security/NotesOn_NetworkSecurityAssessment_3ed.md,15,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-channel-nine.md,1,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-network-overview.md,19,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-mvp.md,1,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/security-storage-overview.md,7,ES,0
OpenLocalizationTestOrg/azure-docs-pr15_es-ES,articles/security/azure-security-antimalware.md,10,ES,0
collabnix/redis-developer.github.io,docs/guides/security/index-security.mdx,2,EN,0
velumanit/openbmcdocs,security/how-to-report-a-security-vulnerability.md,1,EN,3
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/asset-security.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-engineering.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-operations.md,0,EN,0
voidsatisfaction/TIL,Security/gisa/ch1_security_overview.md,9,KO,0
voidsatisfaction/TIL,Security/gisa/ch13_client_security.md,9,KO,0
voidsatisfaction/TIL,Security/gisa/ch12_security_os.md,11,KO,0
psmanika/architecture-center,docs/framework/security/security-operations.md,5,EN,0
psmanika/architecture-center,docs/framework/security/security-principles.md,1,EN,0
rainsoil/note,Security/Spring%20Cloud%20Security%20Oauth2.0%E5%AE%9E%E7%8E%B0%E5%88%86%E5%B8%83%E5%BC%8F%E7%B3%BB%E7%BB%9F%E8%AE%A4%E8%AF%81%287%29.md,54,ZH,0
k8sVoodoo/devsecops-training,workshop/content/exercises/security/security.md,0,EN,0
ChloeQian123/Demo-SyncFromAzure,Microsoft365/admin/security/security-settings.md,3,EN,0
orientechnologies/orientdb-docs,security/Security.md,1,EN,0
Sitelink3D-v2-Developer/sitelink3dv2-api-documentation,security/security_overview.md,33,EN,0
venGaza/projects,docs/security/security.md,1,EN,0
Karaka-Management/Developer-Guide,security/security_guidelines.md,11,EN,0
AlxUp/devops-netology,devsys-24/security/security.md,2,RU,17
suteqa/etcd,security/security-release-process.md,16,EN,4
tanjunchen/cloud-native-travel,istio/security/istio-security.md,18,ZH,0
Augusto11C/Spring-Framework-Studies,Security/Spring%20Security%20-%20Introduction%20I.md,13,EN,0
Augusto11C/Spring-Framework-Studies,Security/Spring%20Security%20-%20Introduction%20I.md,13,EN,0
yongbin77/TIL,Security/03.%20springboot_security_basic2.md,3,KO,0
yongbin77/TIL,Security/05.%20springboot_security_config.md,1,KO,0
mindspore-ai/community,security/security_design_guild_en.md,6,EN,0
sadoci/etcd,security/security-release-process.md,16,EN,4
autibequi/obsidian-aws-architect-pro,Security/Network%20Security.md,3,EN,0
pascalvdbosch/sem3,security/security-by-design-sbd.md,3,NL,0
tezos-checker/ligo,gitlab-pages/docs/tutorials/security/security.md,6,EN,0
jmetzger/training-kubernetes-cloud-architekten,security/grundlagen-pod-security-admission.md,19,DE,0
jmetzger/training-kubernetes-cloud-architekten,security/pod-security-policy-exercise.md,57,DE,0
batmanneverdie/my-apache-atlas-2.1.0,docs/src/documents/Security/Security.md,9,EN,0
dear-Xia/test_atlase_branchtest_atlase_branch,docs/src/documents/Security/Security.md,9,EN,0
OpenHarmony-mirror/docs,docs-en/security/device-interconnection-security.md,2,EN,0
cloudshellsystem/PS,src/Security/Security/help/Get-AzSecurityTask.md,25,EN,0
MarshallNye/IT-Documentation,Security/FERPA%20Data%20Security%20Checklist.md,18,EN,0
whatstack/docs,src/security/security-policy.md,5,EN,0
MatthewXY01/AIR-graal,docs/security/security-guide.md,13,EN,0
vinayakgautam-vg/all-cheat-sheat,cheat-sheet/Security/Security-News-Feeds.md,7,EN,44
Dierk/WebEngineering-FS19,docs/security/README-security.md,7,EN,0
Andy082/openbmc-docs,security/obmc-security-response-team.md,1,EN,0
coding/coding-docs,source/repo/security/security.md,0,ZH,0
lwyeluo/ScriptChecker,docs/security/security-labels.md,16,EN,4
alexthegoodman/department-development,security/On-Site%20Security%20Plan.md,4,EN,0
laflash/laflash,cheat-sheet/Security/Security%20Auditing.md,7,EN,0
ISSuh/chromium_docs,security/service-worker-security-faq.md,18,EN,0
sanjnaik/demo,examples/security/security_unit.md,0,EN,0
huntersudo/docker-1.12.x,docker/docs/security/security.md,8,EN,0
zenlint/ContainerRuntimeTest,security/SECURITY.md,0,EN,0
MShineRay/ReadingAbstracts,security/security.md,1,ZH,0
Jonsy13/notes,security/security-contexts.md,1,EN,0
archsinner/Obsidian,Computer%20Science/Security/Security.md,2,EN,0
faysal-Mehmood/gatsby-currency-exchange-system,markdowns_files/security/security.md,0,EN,0
neohope/NeoEtcd,security/security-release-process.md,16,EN,4
HicResearch/TREEHOOSE,doc/security/SecurityControls.md,9,EN,0
ajuna-network/ajuna-network.github.io,docs/security/security.md,14,EN,0
vishnukant/devopsquestion,Security/security_primites.md,2,EN,0
mollypi/handbook,security/linux_security_101.md,15,EN,0
Plex-Engineer/manifest-v2,docs/validators/security/security.md,9,EN,0
konstantinosBlatsoukasRepo/obsidian,Security/spring_security.md,0,EN,0
sunshinejiali/etcd_evaluate,security/security-release-process.md,16,EN,4
etcd-io/etcd,security/security-release-process.md,16,EN,4
niyanchun/flink-sourcecode-learning,docs/deployment/security/security-ssl.md,13,EN,0
niyanchun/flink-sourcecode-learning,docs/deployment/security/security-kerberos.md,11,EN,0
scoulomb/myPublicCloud,Azure/security/azure-security.md,13,EN,0
lksa4e/CKA_cert,docs/Security/Security%20Primitives.md,7,KO,0
quixio/quix-docs-dev,docs/platform/security/security.md,6,EN,0
MicrosoftDocs/dynamics365smb-devitpro-pb,dev-itpro/security/security-onpremises.md,7,EN,0
MicrosoftDocs/dynamics365smb-devitpro-pb,dev-itpro/security/security-application.md,7,EN,0
MicrosoftDocs/dynamics365smb-devitpro-pb,dev-itpro/security/security-users.md,3,EN,0
MicrosoftDocs/dynamics365smb-devitpro-pb,dev-itpro/security/security-online.md,5,EN,0
edehahn/SEBC,security/transport-layer-security.md,13,EN,0
hsxiaoma/ecs,intl.en-US/Security/Security%20FAQ.md,17,EN,0
quotebeam/sails,docs/concepts/Security/Security.md,3,EN,0
jmetzger/training-kubernetes-cloud-architekten,security/pod-security-policy.md,17,EN,0
ColeFinance/Website,content/security/security.fr.md,2,FR,0
ColeFinance/Website,content/security/security.de.md,2,EN,0
hyperswap/anyswap-docs,docs/Security/securityModel.md,0,EN,0
jlimadev/bookstore-manager,docs/security/spring-security.md,8,EN,0
Massipssa/Docs,linux/security/linuxacademy_security.md,1,EN,0
lcp0578/cheat-sheets,src/symfony/Security/security-authentication.md,1,ZH,0
oracle-livelabs/university,applied-database-systems/security/security.md,2,EN,0
sunzu94/Qubes-doc,security/security-guidelines.md,0,EN,0
i574n/vault,3_resources/security/security.md,2,EN,0
hiwyw/techlearn,k8s/security/security.md,7,EN,0
nikasakandelidze/aws-journey,vpc/security/security.md,4,EN,0
niranjan-cell/EPAM_Training-3,Kubernetes/security/security.md,0,EN,0
seanslma/maki,DevOps/Security/Security.md,1,EN,0
Jack840517/AzurePowershell,src/Security/Security/help/Az.Security.md,53,EN,0
Chetanrajput161194/kubernetes,security/Security-Best-Practices.md,10,EN,1
Peergos/book,src/security/security.md,1,EN,0
vinayakgautam-vg/all-cheat-sheat,cheat-sheet/Security/Security%20Auditing.md,8,EN,0
vascofaria/quizzes-tutor-ms,architecture/security/Security.md,2,EN,0
zhyoulun/etcd,security/security-release-process.md,16,EN,4
FerrariLin/SEBC,security/transport-layer-security.md,13,EN,0
RRISTM/stm32u5_workshop,security/stm32u5_workshop_security.md,0,EN,0
threefoldfoundation/books,content/web4/security/security.md,1,EN,0
SAP-docs/btp-identity-authentication,docs/Security/security-e7a80f1.md,1,EN,0
divya-mohan0209/rancher-docs,docs/en/security/security.md,8,EN,5
CommunicateNorge/connxio-doc,docs/Security/security-configurations.md,11,EN,0
Darling012/document-summary,spring/Security/spring%20security.md,1,ZH,0
rjmsecurity/ontologia,Concepts/Security/Security%20admin.md,2,EN,0
rjmsecurity/ontologia,Concepts/Security/Security%20considerations.md,2,EN,0
rjmsecurity/ontologia,Concepts/Security/Port%20security.md,2,EN,0
rjmsecurity/ontologia,Concepts/Security/Entrance%20security.md,2,EN,0
qinjidong/qt5.13,src/qtwebengine/src/3rdparty/chromium/docs/security/security-labels.md,16,EN,4
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.5.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_1.5.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.18.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_2.4.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.14.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_1.0.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.22.mdwn,0,EN,34
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_1.1.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.17.mdwn,0,EN,4
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_2.11.mdwn,0,EN,1
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_2.12.mdwn,0,EN,54
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_1.8.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.7.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.21.mdwn,0,EN,8
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.6.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_3.1.mdwn,0,EN,18
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_3.4.mdwn,0,EN,2
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.23.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_2.5.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_1.7.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_3.6.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_3.2.mdwn,0,EN,48
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.15.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_1.3.mdwn,0,EN,6
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_3.5.mdwn,0,EN,22
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_3.0.mdwn,0,EN,2
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_2.7.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.8.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_1.2.mdwn,0,EN,42
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_2.10.mdwn,0,EN,1
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.9.mdwn,0,EN,0
saschamarkus/tails,wiki/src/security/Numerous_security_holes_in_0.20.mdwn,0,EN,22
